100,0.96,0.0163923
600,0.886667,0.0612488
1100,0.927273,0.0182574
1600,0.9,0.0471322
2100,1.01905,0.0789085
2600,0.94,0.00478253
3100,0.988387,0.0464469
3600,0.914444,0.0318393
4100,0.92878,0.0166611
4600,0.970435,0.02744
5100,0.946667,0.00227575
5600,0.973571,0.0307609
6100,0.959344,0.015698
6600,0.95697,0.013184
7100,0.963944,0.0205676
7600,0.917368,0.0287435
8100,0.970864,0.0278947
8600,0.927907,0.0175859
9100,0.912088,0.0343342
9600,0.99,0.0481546
10100,0.985347,0.0432277
10600,0.962264,0.0187895
11100,0.966847,0.0236413
11600,0.946897,0.00251913
12100,0.936198,0.0088075
12600,0.928254,0.0172186
13100,0.951756,0.00766375
13600,0.902353,0.0446411
14100,0.942411,0.00222954
14600,0.940822,0.00391234
15100,0.942252,0.00239861
15600,0.931538,0.0137411
16100,0.935901,0.00912272
16600,0.945542,0.00108519
17100,0.947836,0.00351404
17600,0.961818,0.0183173
18100,0.925083,0.0205759
18600,0.949677,0.00546336
19100,0.942199,0.00245441
19600,0.926735,0.0188271
20100,0.960398,0.0168137
20600,0.938835,0.00601602
21100,0.96455,0.0212093
21600,0.947778,0.00345213
22100,0.957647,0.0139011
22600,0.940885,0.00384559
23100,0.921385,0.0244907
23600,0.962712,0.0192635
24100,0.952697,0.00866041
24600,0.943577,0.000995165
25100,0.929084,0.0163401
25600,0.951406,0.00729374
26100,0.937931,0.00697304
26600,0.951729,0.00763579
27100,0.947601,0.00326547
27600,0.936087,0.00892544
28100,0.952456,0.00840464
28600,0.939441,0.00537484
29100,0.93622,0.00878465
29600,0.947568,0.00322957
30100,0.939269,0.00555637
30600,0.953595,0.00961082
31100,0.94418,0.000356925
31600,0.951899,0.00781516
32100,0.954517,0.0105874
32600,0.962209,0.0187306
33100,0.947311,0.00295812
33600,0.9375,0.00742939
34100,0.949326,0.00509078
34600,0.946821,0.00243894
35100,0.943248,0.00134389
35600,0.970112,0.0270987
36100,0.954349,0.0104094
36600,0.937268,0.00767527
37100,0.956765,0.0129678
37600,0.934043,0.0110899
38100,0.938058,0.00683888
38600,0.953472,0.00948031
39100,0.945575,0.00112043
39600,0.946869,0.00248963
40100,0.952918,0.00889398
40600,0.947488,0.00314499
41100,0.961557,0.018041
41600,0.956346,0.0125238
42100,0.944893,0.000398008
42600,0.949953,0.00575518
43100,0.94413,0.000410004
43600,0.924954,0.0207122
44100,0.942494,0.00214168
44600,0.932018,0.0132335
45100,0.95051,0.00634482
45600,0.949123,0.00487616
46100,0.949588,0.00536853
46600,0.94618,0.00176076
47100,0.941826,0.00284937
47600,0.950168,0.00598283
48100,0.946861,0.00248118
48600,0.940494,0.0042597
49100,0.950631,0.00647334
49600,0.929435,0.0159676
50100,0.952894,0.00886911
50600,0.940711,0.00402928
51100,0.943796,0.000763044
51600,0.945194,0.000716358
52100,0.956545,0.0127345
52600,0.940989,0.00373587
53100,0.946441,0.00203648
53600,0.936269,0.00873306
54100,0.943438,0.0011425
54600,0.949377,0.0051456
55100,0.945263,0.000789792
55600,0.951007,0.00687124
56100,0.934118,0.0110104
56600,0.937102,0.00785027
57100,0.938004,0.00689631
57600,0.954792,0.010878
58100,0.937694,0.00722438
58600,0.939932,0.0048548
59100,0.941658,0.00302692
59600,0.941007,0.00371669
60100,0.947354,0.00300389
60600,0.96033,0.0167417
61100,0.945074,0.000589152
61600,0.935519,0.00952625
62100,0.939195,0.00563498
62600,0.941342,0.00336186
63100,0.935214,0.00984973
63600,0.941195,0.00351737
64100,0.948768,0.00450004
64600,0.942539,0.00209471
65100,0.944209,0.000326385
65600,0.944512,5.28395e-006
66100,0.943661,0.000906353
66600,0.953153,0.00914326
67100,0.942891,0.00172149
67600,0.938284,0.00659931
68100,0.945316,0.000845433
68600,0.953703,0.00972501
69100,0.947959,0.0036445
69600,0.932874,0.0123276
70100,0.947047,0.0026785
70600,0.944363,0.00016366
71100,0.956062,0.0122229
71600,0.939497,0.00531486
72100,0.941248,0.00346094
72600,0.945179,0.000700757
73100,0.952777,0.00874503
73600,0.948587,0.00430884
74100,0.950661,0.006505
74600,0.943592,0.000979011
75100,0.940985,0.0037393
75600,0.952116,0.00804561
76100,0.94297,0.00163831
76600,0.95483,0.0109189
77100,0.939144,0.00568885
77600,0.946082,0.00165724
78100,0.937055,0.00790047
78600,0.952061,0.00798703
79100,0.949482,0.00525611
79600,0.947739,0.00341075
80100,0.946717,0.00232862
80600,0.949231,0.00499047
81100,0.940715,0.00402536
81600,0.94451,7.81561e-006
82100,0.948307,0.00401237
82600,0.951138,0.00700975
83100,0.934152,0.0109745
83600,0.939952,0.00483319
84100,0.939025,0.00581484
84600,0.933995,0.01114
85100,0.934242,0.0108787
85600,0.945607,0.00115434
86100,0.956237,0.0124082
86600,0.939538,0.00527156
87100,0.941263,0.00344543
87600,0.948858,0.00459628
88100,0.937072,0.00788305
88600,0.93693,0.00803285
89100,0.938631,0.00623221
89600,0.951696,0.00760097
90100,0.947836,0.00351349
90600,0.946402,0.00199528
91100,0.949199,0.0049565
91600,0.94738,0.00303089
92100,0.945103,0.000620383
92600,0.944147,0.000392071
93100,0.936241,0.00876277
93600,0.952521,0.00847436
94100,0.940956,0.00376992
94600,0.94444,8.19886e-005
95100,0.948433,0.00414608
95600,0.944519,1.73904e-006
96100,0.946681,0.00229043
96600,0.940787,0.00394957
97100,0.9476,0.00326434
97600,0.937418,0.00751617
98100,0.933456,0.0117113
98600,0.950304,0.00612702
99100,0.944218,0.000316801
99600,0.941084,0.0036345
